정류장명,정류장 번호,승차인원수,하차인원수,승차인원수(카드),하차인원수(카드),승차인원수(현금),일평균 승하차인원수
무지개.한양8차아파트,40276,6364,8819,6364,8819,0,506.1
무지개아파트,38366,4486,3546,4486,3546,0,267.73
무지개아파트(동남아파트),38042,4890,1121,4890,1121,0,200.37
무학리입구,90276,31,24,31,24,0,1.83
묵골,43498,28,9,24,9,4,1.23
묵골,43684,9,16,7,16,2,0.83
문남마을,38250,7942,5072,7942,5072,0,433.8
문남초등학교,38214,2023,1919,2023,1919,0,131.4
문남초등학교,38216,2224,3328,2224,3328,0,185.07
문말,44214,1,196,1,196,0,6.57
문말삼거리,44001,432,15,432,15,0,14.9
문말삼거리,44002,14,270,14,270,0,9.47
문산교회앞,43340,30,77,30,77,0,3.57
문산교회앞,43589,64,48,63,48,1,3.73
문산리마을회관,43101,160,424,160,424,0,19.47
문일여고·하우스토리만수아파트,39313,1453,4617,1453,4617,0,202.33
문일여고·하우스토리만수아파트,39314,6089,917,6089,917,0,233.53
문일여자고등학교후문,39685,2131,3505,2131,3505,0,187.87
문학경기장(X게임장),37643,30,19,30,19,0,1.63
문학경기장(박태환수영장),38310,3757,1799,3757,1799,0,185.2
문학경기장(박태환수영장),38311,872,3990,872,3990,0,162.07
문학경기장(박태환수영장),38329,1643,1404,1643,1404,0,101.57
문학경기장(박태환수영장),38423,788,1650,788,1650,0,81.27
문학경기장(야구장),37144,8359,14122,8359,14122,0,749.37
문학경기장(월드컵경기장),37157,5769,12404,5769,12404,0,605.77
문학경로당,37087,4986,3240,4986,3240,0,274.2
문학경로당,37088,4387,3582,4387,3582,0,265.63
문학고개,37056,2713,2717,2713,2717,0,181
문학고개,37057,2790,3299,2790,3299,0,202.97
문학고개,37101,3316,3943,3316,3943,0,241.97
문학우체국,37520,4410,4616,4410,4616,0,300.87
문학우체국,37521,4965,3124,4965,3124,0,269.63
문학정보고입구,37107,4801,6290,4801,6290,0,369.7
문학정보고입구,37108,6620,2528,6620,2528,0,304.93
문학초등학교,37105,19188,8285,19188,8285,0,915.77
문학초등학교,37110,8692,14524,8692,14524,0,773.87
문현,43005,97,58,97,58,0,5.17
문현,43164,20,56,20,56,0,2.53
문현,43195,121,5,120,5,1,4.2
문현,43321,5,135,5,135,0,4.67
문화교회,40173,292,285,292,285,0,19.23
문화교회,40174,9220,11178,9220,11178,0,679.93
문화예술회관,39197,3308,5602,3308,5602,0,297
문화예술회관,39199,956,937,956,937,0,63.1
물류단지D블럭앞,35604,2172,56,2172,56,0,74.27
물류단지F블럭앞,35603,53,1965,53,1965,0,67.27
미관광장,38508,298,156,298,156,0,15.13
미관광장,38512,29,170,29,170,0,6.63
미단교회사거리,35664,1,12,1,12,0,0.43
미단교회사거리,35665,42,37,42,37,0,2.63
미도아파트,37446,1090,1429,1090,1429,0,83.97
미도아파트,41027,12526,3792,12526,3792,0,543.93
미도아파트,41028,3810,11961,3810,11961,0,525.7
미래빌라,36088,7138,1178,7138,1178,0,277.2
미래빌라,36089,1859,5162,1859,5162,0,234.03
미래타운1.2단지,40683,3637,20579,3637,20579,0,807.2
미래타운1.2단지,40684,14747,2349,14747,2349,0,569.87
미래타운5단지,40672,1180,3225,1180,3225,0,146.83
미래타운5단지501동,40662,5616,308,5616,308,0,197.47
미래타운5단지505동,40669,4956,2929,4956,2929,0,262.83
미래테크원,92015,2836,938,2836,938,0,125.8
미루지,43420,20,17,18,17,2,1.23
미루지,43522,32,14,32,14,0,1.53
미륭아파트,36138,3321,827,3321,827,0,138.27
미륭아파트,36139,1061,3158,1061,3158,0,140.63
미림극장,36008,3392,8215,3392,8215,0,386.9
미림극장,36009,8137,2544,8137,2544,0,356.03
미림극장입구,36141,251,563,251,563,0,27.13
미산초등학교,40378,7946,9682,7946,9682,0,587.6
미송초등학교,38654,13508,1518,13508,1518,0,500.87
미송초등학교(하행),38653,2093,6694,2093,6694,0,292.9
미추홀경찰서(장미아파트),37524,611,1195,611,1195,0,60.2
미추홀공원,38368,9048,2682,9048,2682,0,391
미추홀구청,37304,6457,5620,6457,5620,0,402.57
미추홀구청,37307,1102,2402,1102,2402,0,116.8
미추홀구청입구,37306,10341,19666,10341,19666,0,1000.23
미추홀구청입구,37312,11443,12776,11443,12776,0,807.3
미추홀서사거리,37678,372,1869,372,1869,0,74.7
미추홀아파트,40250,240,498,240,498,0,24.6
미추홀아파트,40254,230,324,230,324,0,18.47
미추홀외고,39689,759,888,759,888,0,54.9
미추홀외고,39690,795,714,795,714,0,50.3
미추홀퍼스트3단지,37647,972,3590,972,3590,0,152.07
민머루해수욕장,90336,16,23,16,23,0,1.3
민방위교육장,38610,59,792,59,792,0,28.37
민방위교육장,38611,682,416,682,416,0,36.6
민방위교육장,39733,7607,2726,7607,2726,0,344.43
민방위교육장,39734,36,2279,36,2279,0,77.17
민방위교육장입구,41043,1807,6497,1807,6497,0,276.8
바로크아파트,42530,1047,424,1047,424,0,49.03
박공현,43228,40,1,40,1,0,1.37
박공현,43294,26,24,26,24,0,1.67
박문여자고등학교,39799,1682,204,1682,204,0,62.87
박문여자고등학교,39800,898,924,898,924,0,60.73
박문중학교,39844,945,373,945,373,0,43.93
박문중학교,39847,506,3317,506,3317,0,127.43
박문중학교정문,39860,3184,298,3184,298,0,116.07
박문중학교후문,39859,460,67,460,67,0,17.57
박물관앞,43668,7,272,7,272,0,9.3
박물관앞,43698,186,8,183,8,3,6.47
박촌마을입구,35670,315,37,315,37,0,11.73
박촌마을입구,35671,13,1181,13,1181,0,39.8
박촌역,41309,16260,20351,16260,20351,0,1220.37
박촌역,41310,15332,12144,15332,12144,0,915.87
반달마을.법원.검찰청,55014,2212,4446,2212,4446,0,221.93
반도유보라,42904,505,1279,505,1279,0,59.47
반도유보라,42905,1952,523,1952,523,0,82.5
반도유보라,42963,2376,1559,2376,1559,0,131.17
반도유보라,42985,3466,1935,3466,1935,0,180.03
반찬단지,89426,194,454,194,454,0,21.6
반찬단지,89427,734,70,734,70,0,26.8
반포역,31034,498,5600,498,5600,0,203.27
반포역,31035,9554,257,9554,257,0,327.03
발산역(중),16013,1637,1164,1637,1164,0,93.37
발산역(중),16017,1405,1722,1405,1722,0,104.23
발전소삼거리,44115,48,90,48,90,0,4.6
밝게,43990,30,2,30,2,0,1.07
밝게,43991,0,35,0,35,0,1.17
밝은빛영광교회,35939,0,9,0,9,0,0.3
밝은빛영광교회,35940,6,5,6,5,0,0.37
밤나무골,43022,221,155,221,155,0,12.53
밤나무골,43023,147,145,147,145,0,9.73
방개마을,90141,60,3,59,3,1,2.1
방개마을,90142,0,19,0,19,0,0.63
방아머리,62008,383,66,383,66,0,14.97
방아머리,62032,49,240,49,240,0,9.63
방아머리선착장,62007,40,675,40,675,0,23.83
방아머리제1주차장,62031,38,411,38,411,0,14.97
방아머리제1주차장,62041,743,51,743,51,0,26.47
방죽말,43027,91,122,91,122,0,7.1
방죽말,43214,59,113,59,113,0,5.73
방죽삼거리,39173,525,1070,525,1070,0,53.17
방죽삼거리,39174,809,532,809,532,0,44.7
방죽삼거리,42681,1389,588,1389,588,0,65.9
방죽삼거리,42683,274,1340,274,1340,0,53.8
방촌공원,40419,3945,4034,3945,4034,0,265.97
방축삼거리,36159,683,474,683,474,0,38.57
방축삼거리,36190,44,41,44,41,0,2.83
방파제입구,35048,1,512,1,512,0,17.1
방화동도시개발11단지,25026,720,50,720,50,0,25.67
방화중학교,25008,2610,87,2610,87,0,89.9
방화중학교,25009,63,1202,63,1202,0,42.17
배다리,35186,11097,17423,11097,17423,0,950.67
배다리삼거리,36006,15705,7799,15705,7799,0,783.47
배다리삼거리,36007,7514,11930,7514,11930,0,648.13
배다리청과물시장,35184,3856,3094,3856,3094,0,231.67
배다리헌책방거리,36158,533,717,533,717,0,41.67
배수지입구,42774,619,3599,619,3599,0,140.6
백두아파트,42632,6793,8494,6793,8494,0,509.57
백련사입구,43419,0,104,0,104,0,3.47
백련사입구,43808,75,8,75,8,0,2.77
백련산입구,35773,15,8,15,8,0,0.77
백련산입구,35778,0,21,0,21,0,0.7
백마장입구,40389,10279,3058,10279,3058,0,444.57
백마장입구,40390,2551,10220,2551,10220,0,425.7
백마장입구,40399,20404,21244,20404,21244,0,1388.27
백마장입구,40407,10313,10238,10313,10238,0,685.03
백병원(송림패션몰),36151,427,256,427,256,0,22.77
백사장회센터,62033,25,223,25,223,0,8.27
백사장회센터,62039,229,20,229,20,0,8.3
백산아파트,38112,3864,4231,3864,4231,0,269.83
백산아파트,38113,4439,4693,4439,4693,0,304.4
백산아파트,38328,1906,1536,1906,1536,0,114.73
백석고가(하이마트),42381,4998,5453,4998,5453,0,348.37
백석고가(하이마트),42578,5064,4130,5064,4130,0,306.47
백석마을,35096,5,58,5,58,0,2.1
백석중.고등학교,42374,7181,2613,7181,2613,0,326.47
백석중.고등학교,42375,3242,7470,3242,7470,0,357.07
백석중사거리,89239,466,5005,466,5005,0,182.37
백승아파트,41383,83,688,83,688,0,25.7
백승아파트,41384,77,220,77,220,0,9.9
백암왕순대앞,38483,2411,2146,2411,2146,0,151.9
백영아파트,40058,15881,5097,15881,5097,0,699.27
백영아파트,41361,7384,2309,7384,2309,0,323.1
백운곡,43040,233,83,232,83,1,10.53
백운곡,43295,86,246,86,246,0,11.07
백운공원,40072,9,606,9,606,0,20.5
백운공원(부평아트센터),40075,1250,3871,1250,3871,0,170.7
백운공원(부평아트센터),40076,3984,2123,3984,2123,0,203.57
백운마을,35954,8,5,8,5,0,0.43
백운역,40079,14359,21322,14359,21322,0,1189.37
백운역,40080,24352,19073,24352,19073,0,1447.5
백운역,40081,59276,58664,59276,58664,0,3931.33
백운역,40716,13570,3090,13570,3090,0,555.33
백운역(파출소),40094,87,1785,87,1785,0,62.4
백운프라자,37181,4393,10542,4393,10542,0,497.83
백운프라자,37185,8137,4768,8137,4768,0,430.17
백조아파트,40386,357,803,357,803,0,38.67
백조아파트,40388,1501,935,1501,935,0,81.2
뱅뱅사거리,32001,2042,13,2042,13,0,68.5
버드러지,43428,15,57,15,57,0,2.4
버드러지,43476,100,15,100,15,0,3.83
번영로제1사거리,39113,431,1448,431,1448,0,62.63
번영로제3사거리,39036,898,372,898,372,0,42.33
번영로제3사거리,39037,257,1043,257,1043,0,43.33
벌말,43175,2,33,2,33,0,1.17
벌말,43297,59,5,58,5,1,2.13
벌판마을입구,35763,2,222,2,222,0,7.47
벌판마을입구,35764,190,180,190,180,0,12.33
범양상가,42118,4151,9954,4151,9954,0,470.17
범양상가,42122,8258,2276,8258,2276,0,351.13
범양아파트,42116,8328,2518,8328,2518,0,361.53
범양아파트(종점),42127,63,107,63,107,0,5.67
범허리종점,43973,2,0,2,0,0,0.07
범허리종점,43974,57,45,55,45,2,3.4
법원,37130,352,2227,352,2227,0,85.97
법원,37131,2206,1278,2206,1278,0,116.13
법원.검찰청,37074,9963,6727,9963,6727,0,556.33
법원.검찰청.복사골문화센터.반달마을,55020,4784,3311,4784,3311,0,269.83
법원검찰청입구,37078,4386,5497,4386,5497,0,329.43
법원길삼거리,37073,5971,6527,5971,6527,0,416.6
베어즈베스트골프장,89268,391,779,391,779,0,39
베어즈베스트골프장,89269,269,3049,269,3049,0,110.6
베어즈베스트청라GC,89046,49,110,49,110,0,5.3
베어즈베스트청라GC,89047,61,163,61,163,0,7.47
벧엘교회,39740,141,1391,141,1391,0,51.07
벽산.이삭아파트,39453,19340,24025,19340,24025,0,1445.5
벽산1차아파트,70023,115,1689,115,1689,0,60.13
벽산1차아파트,70024,2220,258,2220,258,0,82.6
벽산아파트,39459,1534,41,1534,41,0,52.5
벽산아파트,39549,7,3342,7,3342,0,111.63
벽산아파트(인천도서관),39273,11526,4590,11526,4590,0,537.2
벽산이삭아파트,39458,18614,14424,18614,14424,0,1101.27
별립산입구,43588,1,205,1,205,0,6.87
별립산입구,43778,115,3,113,3,2,3.93
병무청(학익풍림아이원),37013,41,11,41,11,0,1.73
병무청(학익풍림아이원),37671,38,1246,38,1246,0,42.8
병방사거리,41301,607,3367,607,3367,0,132.47
병방사거리,41303,6416,2267,6416,2267,0,289.43
병방초등학교,41302,516,969,516,969,0,49.5
병방초등학교,41304,1736,1300,1736,1300,0,101.2
병방초등학교(계양산전통시장),41299,14166,10038,14166,10038,0,806.8
보건소,43626,8,89,8,89,0,3.23
보건환경연구원,35158,1937,1558,1937,1558,0,116.5
보라매역.동작세무서,19013,1893,55,1893,55,0,64.93
보람프라자앞,42442,30964,16088,30964,16088,0,1568.4
보릿고개,43517,112,586,112,586,0,23.27
보릿고개,43880,484,213,484,213,0,23.23
보무기,90165,43,38,43,38,0,2.7
보무기,90166,22,26,22,26,0,1.6
보문사,90206,1574,1423,1558,1423,16,99.9
보스턴힐,89461,1596,3859,1596,3859,0,181.83
보스턴힐,89462,4861,2457,4861,2457,0,243.93
보트비,89424,21,476,21,476,0,16.57
보트비,89425,143,212,143,212,0,11.83
보훈회관,39484,4392,8011,4392,8011,0,413.43
복사골문화센터.한아름마을,55026,2607,3568,2607,3568,0,205.83
복지회관,38079,3173,1569,3173,1569,0,158.07
복지회관,38080,1496,4428,1496,4428,0,197.47
본향교회,39164,10801,3140,10801,3140,0,464.7
볼보트럭남인천사업소,35814,1503,1271,1503,1271,0,92.47
봉골,43535,25,15,25,15,0,1.33
봉골,43673,10,15,10,15,0,0.83
봉성(오상2리),43261,0,41,0,41,0,1.37
봉성(오상2리),43377,67,0,67,0,0,2.23
봉소리마을회관,43000,67,13,66,13,1,2.67
봉소리마을회관,90001,4,50,4,50,0,1.8
봉수대로501번길,89506,3100,1190,3100,1190,0,143
봉수대로501번길,89507,1441,1097,1441,1097,0,84.6
부개1동행정복지센터,40191,2372,6455,2372,6455,0,294.23
부개1동행정복지센터,40193,6348,4092,6348,4092,0,348
부개2동행정복지센터·부개주공7단지,40385,8893,3564,8893,3564,0,415.23
부개2파출소,40317,549,366,549,366,0,30.5
부개2파출소,40318,2907,8948,2907,8948,0,395.17
부개2파출소,40329,4739,1914,4739,1914,0,221.77
부개2파출소,40764,26,173,26,173,0,6.63
부개3동행정복지센터,40494,1250,250,1250,250,0,50
부개3동행정복지센터입구,40486,216,1186,216,1186,0,46.73
부개6단지후문.웅진플레이,55021,29,1487,29,1487,0,50.53
부개고입구,40345,3303,5696,3303,5696,0,299.97
부개고입구,40783,6113,2355,6113,2355,0,282.27
부개농협,40199,413,1853,413,1853,0,75.53
부개농협,40201,1939,1051,1939,1051,0,99.67
부개사거리,40923,349,1957,349,1957,0,76.87
부개서초등학교,40243,5849,1167,5849,1167,0,233.87
부개여고·부개119안전센터,40423,7183,5779,7183,5779,0,432.07
부개여고·부개119안전센터,40428,3740,5278,3740,5278,0,300.6
부개여자고등학교,40421,2570,2084,2570,2084,0,155.13
부개여자고등학교,40422,3217,2099,3217,2099,0,177.2
부개역,40222,1158,4342,1158,4342,0,183.33
부개역,40223,6514,3081,6514,3081,0,319.83
부개역,40256,20326,19925,20326,19925,0,1341.7
부개역,40944,10405,12617,10405,12617,0,767.4
부개역코오롱하늘채,40293,6760,3728,6760,3728,0,349.6
부개역코오롱하늘채,40301,6582,10615,6582,10615,0,573.23
부개우체국,40458,7985,7254,7985,7254,0,507.97
부개종합시장,40504,8192,2932,8192,2932,0,370.8
부개주공2단지,40772,786,810,786,810,0,53.2
부개주공3단지,40479,2542,1252,2542,1252,0,126.47
부개주공3단지정문,40460,306,832,306,832,0,37.93
부개주공3단지후문,40500,3267,5684,3267,5684,0,298.37
부개주공6단지,40442,4493,1576,4493,1576,0,202.3
부개주공6단지,40459,4137,4352,4137,4352,0,282.97
부개주공7단지,40387,4152,6327,4152,6327,0,349.3
부광여자고등학교,40471,621,1970,621,1970,0,86.37
부광초등학교,40434,1787,4126,1787,4126,0,197.1
부광초등학교,40440,5617,1855,5617,1855,0,249.07
부근삼거리,43586,504,46,503,46,1,18.33
부근삼거리,43652,122,513,118,513,4,21.17
부근삼거리,90403,12,39,12,39,0,1.7
부근삼거리,90404,19,3,19,3,0,0.73
부대아래,90106,18,13,18,13,0,1.03
부대아래,90107,17,3,17,3,0,0.67
부대앞,18392,267,6,267,6,0,9.1
부대앞,18397,2,102,2,102,0,3.47
부대앞,38594,55,297,55,297,0,11.73
부대앞,41321,228,684,228,684,0,30.4
부대앞,41322,602,929,602,929,0,51.03
부대앞,41531,138,172,138,172,0,10.33
부대앞,41532,194,213,194,213,0,13.57
부대앞,42342,559,807,559,807,0,45.53
부대앞,42343,196,462,196,462,0,21.93
부대앞,43435,15,31,15,31,0,1.53
부대앞,43787,99,12,99,12,0,3.7
부명고.순천향대학병원,55036,1797,6499,1797,6499,0,276.53
부석마을.상사마을입구,25027,58,135,58,135,0,6.43
부원여중·동아아파트,40202,5598,1944,5598,1944,0,251.4
부원여중·동아아파트,40208,1153,4346,1153,4346,0,183.3
부원중학교,40181,28477,17172,28477,17172,0,1521.63
부원중학교,40789,14053,30007,14053,30007,0,1468.67
부천IC,57023,2383,2849,2383,2849,0,174.4
부천IC,57025,4272,2466,4272,2466,0,224.6
부천시청역1번출구.부천아트센터,55061,2065,1331,2065,1331,0,113.2
부천시청역2번출구.현대백화점.이마트,55054,18495,9193,18495,9193,0,922.93
부천시청역3번출구.경기예고.현대백화점,55057,6586,11925,6586,11925,0,617.03
부천시청역4번출구.현대백화점.경기예고,55059,8904,5649,8904,5649,0,485.1
부천시청역5번출구.부천아트센터,55060,1739,3802,1739,3802,0,184.7
부천실내체육관,55075,1251,1892,1251,1892,0,104.77
부천오정물류단지(중),57042,689,1620,689,1620,0,76.97
부천오정물류단지(중),57043,956,900,956,900,0,61.87
부천자동차검사소,57017,1242,1507,1242,1507,0,91.63
부천자동차검사소,57041,1295,1774,1295,1774,0,102.3
부천터미널소풍,55051,3355,7921,3355,7921,0,375.87
부천테크노파크1.2단지,57001,2100,2548,2100,2548,0,154.93
부천테크노파크1단지,57003,2564,2971,2564,2971,0,184.5
부평2동행정복지센터,40744,125,1463,125,1463,0,52.93
부평4동성당,40377,4252,2516,4252,2516,0,225.6
부평4동성당,40922,4880,2979,4880,2979,0,261.97
부평4동행정복지센터,40402,3722,3949,3722,3949,0,255.7
부평4동행정복지센터,40416,3880,4285,3880,4285,0,272.17
부평6동우체국,40186,1016,461,1016,461,0,49.23
부평6동행정복지센터,40906,5623,60,5623,60,0,189.43
부평LH1단지·부평센트럴포레스트,40160,6985,8705,6985,8705,0,523
부평LH1단지·부평센트럴포레스트,40161,6172,4997,6172,4997,0,372.3
부평SKVIEW해모로아파트,40282,1328,1638,1328,1638,0,98.87
부평SKVIEW해모로아파트,40285,1405,1044,1405,1044,0,81.63
부평SKVIEW해모로아파트,40323,3961,759,3961,759,0,157.33
부평감리교회,40148,1818,417,1818,417,0,74.5
부평경찰서,40468,47117,17134,47117,17134,0,2141.7
부평경찰서,40794,14788,40160,14788,40160,0,1831.6
부평구노인복지관·삼산경찰서,40584,1475,3546,1475,3546,0,167.37
부평구보건소,40372,6269,2501,6269,2501,0,292.33
부평구보건소,40373,2631,6653,2631,6653,0,309.47
