시군구,읍면동,자격,연령구간(5세단위),수급권자수
서구,연희동,기초주거급여,55세~59세,53
서구,연희동,기초주거급여,60세~64세,48
서구,연희동,기초주거급여,65세~69세,44
서구,연희동,기초주거급여,70세~74세,51
서구,연희동,기초주거급여,75세~79세,65
서구,연희동,기초주거급여,80세~84세,59
서구,연희동,기초주거급여,85세~89세,45
서구,연희동,기초주거급여,90세~94세,15
서구,연희동,기초주거급여,95세~99세,3
서구,연희동,기초교육급여,5세~9세,7
서구,연희동,기초교육급여,10세~14세,36
서구,연희동,기초교육급여,15세~19세,36
서구,청라1동,기초생계급여,0세~4세,16
서구,청라1동,기초생계급여,5세~9세,21
서구,청라1동,기초생계급여,10세~14세,21
서구,청라1동,기초생계급여,15세~19세,22
서구,청라1동,기초생계급여,20세~24세,11
서구,청라1동,기초생계급여,25세~29세,11
서구,청라1동,기초생계급여,30세~34세,14
서구,청라1동,기초생계급여,35세~39세,16
서구,청라1동,기초생계급여,40세~44세,17
서구,청라1동,기초생계급여,45세~49세,14
서구,청라1동,기초생계급여,50세~54세,17
서구,청라1동,기초생계급여,55세~59세,11
서구,청라1동,기초생계급여,60세~64세,6
서구,청라1동,기초생계급여,65세~69세,10
서구,청라1동,기초생계급여,70세~74세,8
서구,청라1동,기초생계급여,75세~79세,2
서구,청라1동,기초생계급여,80세~84세,6
서구,청라1동,기초생계급여,85세~89세,9
서구,청라1동,기초생계급여,90세~94세,1
서구,청라1동,기초생계급여,95세~99세,1
서구,청라1동,기초의료급여,5세~9세,2
서구,청라1동,기초의료급여,10세~14세,2
서구,청라1동,기초의료급여,15세~19세,3
서구,청라1동,기초의료급여,20세~24세,1
서구,청라1동,기초의료급여,25세~29세,1
서구,청라1동,기초의료급여,35세~39세,1
서구,청라1동,기초의료급여,40세~44세,3
서구,청라1동,기초의료급여,45세~49세,2
서구,청라1동,기초의료급여,50세~54세,3
서구,청라1동,기초의료급여,55세~59세,1
서구,청라1동,기초의료급여,65세~69세,1
서구,청라1동,기초의료급여,75세~79세,1
서구,청라1동,기초주거급여,0세~4세,8
서구,청라1동,기초주거급여,5세~9세,14
서구,청라1동,기초주거급여,10세~14세,40
서구,청라1동,기초주거급여,15세~19세,31
서구,청라1동,기초주거급여,20세~24세,10
서구,청라1동,기초주거급여,25세~29세,6
서구,청라1동,기초주거급여,30세~34세,16
서구,청라1동,기초주거급여,35세~39세,8
서구,청라1동,기초주거급여,40세~44세,24
서구,청라1동,기초주거급여,45세~49세,20
서구,청라1동,기초주거급여,50세~54세,17
서구,청라1동,기초주거급여,55세~59세,6
서구,청라1동,기초주거급여,60세~64세,5
서구,청라1동,기초주거급여,65세~69세,5
서구,청라1동,기초주거급여,70세~74세,4
서구,청라1동,기초주거급여,75세~79세,11
서구,청라1동,기초주거급여,80세~84세,4
서구,청라1동,기초주거급여,85세~89세,10
서구,청라1동,기초주거급여,90세~94세,3
서구,청라1동,기초주거급여,100세이상,1
서구,청라1동,기초교육급여,5세~9세,7
서구,청라1동,기초교육급여,10세~14세,10
서구,청라1동,기초교육급여,15세~19세,9
서구,청라2동,기초생계급여,0세~4세,10
서구,청라2동,기초생계급여,5세~9세,21
서구,청라2동,기초생계급여,10세~14세,38
서구,청라2동,기초생계급여,15세~19세,38
서구,청라2동,기초생계급여,20세~24세,13
서구,청라2동,기초생계급여,25세~29세,6
서구,청라2동,기초생계급여,30세~34세,12
서구,청라2동,기초생계급여,35세~39세,21
서구,청라2동,기초생계급여,40세~44세,26
서구,청라2동,기초생계급여,45세~49세,32
서구,청라2동,기초생계급여,50세~54세,33
서구,청라2동,기초생계급여,55세~59세,20
서구,청라2동,기초생계급여,60세~64세,39
서구,청라2동,기초생계급여,65세~69세,44
서구,청라2동,기초생계급여,70세~74세,36
서구,청라2동,기초생계급여,75세~79세,38
서구,청라2동,기초생계급여,80세~84세,31
서구,청라2동,기초생계급여,85세~89세,18
서구,청라2동,기초생계급여,90세~94세,6
서구,청라2동,기초생계급여,95세~99세,1
서구,청라2동,기초의료급여,5세~9세,1
서구,청라2동,기초의료급여,10세~14세,1
서구,청라2동,기초의료급여,15세~19세,4
서구,청라2동,기초의료급여,20세~24세,3
서구,청라2동,기초의료급여,25세~29세,2
서구,청라2동,기초의료급여,30세~34세,2
서구,청라2동,기초의료급여,35세~39세,2
서구,청라2동,기초의료급여,40세~44세,1
서구,청라2동,기초의료급여,45세~49세,5
서구,청라2동,기초의료급여,50세~54세,3
서구,청라2동,기초의료급여,55세~59세,5
서구,청라2동,기초의료급여,60세~64세,6
서구,청라2동,기초의료급여,65세~69세,11
서구,청라2동,기초의료급여,70세~74세,6
서구,청라2동,기초의료급여,75세~79세,5
서구,청라2동,기초의료급여,80세~84세,3
서구,청라2동,기초의료급여,85세~89세,1
서구,청라2동,기초주거급여,0세~4세,6
서구,청라2동,기초주거급여,5세~9세,39
서구,청라2동,기초주거급여,10세~14세,53
서구,청라2동,기초주거급여,15세~19세,49
서구,청라2동,기초주거급여,20세~24세,19
서구,청라2동,기초주거급여,25세~29세,14
서구,청라2동,기초주거급여,30세~34세,20
서구,청라2동,기초주거급여,35세~39세,22
서구,청라2동,기초주거급여,40세~44세,42
서구,청라2동,기초주거급여,45세~49세,44
서구,청라2동,기초주거급여,50세~54세,26
서구,청라2동,기초주거급여,55세~59세,18
서구,청라2동,기초주거급여,60세~64세,21
서구,청라2동,기초주거급여,65세~69세,24
서구,청라2동,기초주거급여,70세~74세,42
서구,청라2동,기초주거급여,75세~79세,37
서구,청라2동,기초주거급여,80세~84세,32
서구,청라2동,기초주거급여,85세~89세,18
서구,청라2동,기초주거급여,90세~94세,8
서구,청라2동,기초주거급여,95세~99세,2
서구,청라2동,기초교육급여,5세~9세,2
서구,청라2동,기초교육급여,10세~14세,12
서구,청라2동,기초교육급여,15세~19세,10
서구,청라3동,기초생계급여,0세~4세,3
서구,청라3동,기초생계급여,5세~9세,14
서구,청라3동,기초생계급여,10세~14세,11
서구,청라3동,기초생계급여,15세~19세,10
서구,청라3동,기초생계급여,20세~24세,10
서구,청라3동,기초생계급여,25세~29세,5
서구,청라3동,기초생계급여,30세~34세,7
서구,청라3동,기초생계급여,35세~39세,12
서구,청라3동,기초생계급여,40세~44세,15
서구,청라3동,기초생계급여,45세~49세,13
서구,청라3동,기초생계급여,50세~54세,10
서구,청라3동,기초생계급여,55세~59세,8
서구,청라3동,기초생계급여,60세~64세,9
서구,청라3동,기초생계급여,65세~69세,7
서구,청라3동,기초생계급여,70세~74세,6
서구,청라3동,기초생계급여,75세~79세,4
서구,청라3동,기초생계급여,80세~84세,5
서구,청라3동,기초생계급여,85세~89세,2
서구,청라3동,기초생계급여,90세~94세,3
서구,청라3동,기초생계급여,95세~99세,1
서구,청라3동,기초의료급여,5세~9세,2
서구,청라3동,기초의료급여,10세~14세,3
서구,청라3동,기초의료급여,15세~19세,1
서구,청라3동,기초의료급여,20세~24세,1
서구,청라3동,기초의료급여,30세~34세,2
서구,청라3동,기초의료급여,40세~44세,1
서구,청라3동,기초의료급여,50세~54세,1
서구,청라3동,기초의료급여,55세~59세,2
서구,청라3동,기초의료급여,70세~74세,3
서구,청라3동,기초의료급여,75세~79세,2
서구,청라3동,기초주거급여,0세~4세,8
서구,청라3동,기초주거급여,5세~9세,24
서구,청라3동,기초주거급여,10세~14세,37
서구,청라3동,기초주거급여,15세~19세,17
서구,청라3동,기초주거급여,20세~24세,6
서구,청라3동,기초주거급여,25세~29세,4
서구,청라3동,기초주거급여,30세~34세,22
서구,청라3동,기초주거급여,35세~39세,17
서구,청라3동,기초주거급여,40세~44세,20
서구,청라3동,기초주거급여,45세~49세,18
서구,청라3동,기초주거급여,50세~54세,10
서구,청라3동,기초주거급여,55세~59세,4
서구,청라3동,기초주거급여,60세~64세,6
서구,청라3동,기초주거급여,65세~69세,3
서구,청라3동,기초주거급여,70세~74세,10
서구,청라3동,기초주거급여,75세~79세,3
서구,청라3동,기초주거급여,80세~84세,11
서구,청라3동,기초주거급여,85세~89세,11
서구,청라3동,기초주거급여,90세~94세,9
서구,청라3동,기초교육급여,5세~9세,3
서구,청라3동,기초교육급여,10세~14세,5
서구,청라3동,기초교육급여,15세~19세,1
서구,가정1동,기초생계급여,0세~4세,13
서구,가정1동,기초생계급여,5세~9세,15
서구,가정1동,기초생계급여,10세~14세,45
서구,가정1동,기초생계급여,15세~19세,52
서구,가정1동,기초생계급여,20세~24세,22
서구,가정1동,기초생계급여,25세~29세,18
서구,가정1동,기초생계급여,30세~34세,27
서구,가정1동,기초생계급여,35세~39세,28
서구,가정1동,기초생계급여,40세~44세,57
서구,가정1동,기초생계급여,45세~49세,60
서구,가정1동,기초생계급여,50세~54세,79
서구,가정1동,기초생계급여,55세~59세,125
서구,가정1동,기초생계급여,60세~64세,146
서구,가정1동,기초생계급여,65세~69세,216
서구,가정1동,기초생계급여,70세~74세,155
서구,가정1동,기초생계급여,75세~79세,109
서구,가정1동,기초생계급여,80세~84세,101
서구,가정1동,기초생계급여,85세~89세,55
서구,가정1동,기초생계급여,90세~94세,14
서구,가정1동,기초생계급여,95세~99세,8
서구,가정1동,기초의료급여,0세~4세,2
서구,가정1동,기초의료급여,5세~9세,7
서구,가정1동,기초의료급여,10세~14세,6
서구,가정1동,기초의료급여,15세~19세,10
서구,가정1동,기초의료급여,20세~24세,7
서구,가정1동,기초의료급여,25세~29세,5
서구,가정1동,기초의료급여,30세~34세,8
서구,가정1동,기초의료급여,35세~39세,3
서구,가정1동,기초의료급여,40세~44세,7
서구,가정1동,기초의료급여,45세~49세,4
서구,가정1동,기초의료급여,50세~54세,9
서구,가정1동,기초의료급여,55세~59세,13
서구,가정1동,기초의료급여,60세~64세,14
서구,가정1동,기초의료급여,65세~69세,22
서구,가정1동,기초의료급여,70세~74세,12
서구,가정1동,기초의료급여,75세~79세,6
서구,가정1동,기초의료급여,80세~84세,7
서구,가정1동,기초주거급여,0세~4세,14
서구,가정1동,기초주거급여,5세~9세,22
서구,가정1동,기초주거급여,10세~14세,31
서구,가정1동,기초주거급여,15세~19세,35
서구,가정1동,기초주거급여,20세~24세,29
서구,가정1동,기초주거급여,25세~29세,11
서구,가정1동,기초주거급여,30세~34세,19
서구,가정1동,기초주거급여,35세~39세,20
서구,가정1동,기초주거급여,40세~44세,26
서구,가정1동,기초주거급여,45세~49세,34
서구,가정1동,기초주거급여,50세~54세,35
서구,가정1동,기초주거급여,55세~59세,33
서구,가정1동,기초주거급여,60세~64세,46
서구,가정1동,기초주거급여,65세~69세,56
서구,가정1동,기초주거급여,70세~74세,57
서구,가정1동,기초주거급여,75세~79세,63
서구,가정1동,기초주거급여,80세~84세,59
서구,가정1동,기초주거급여,85세~89세,25
서구,가정1동,기초주거급여,90세~94세,8
서구,가정1동,기초주거급여,95세~99세,7
서구,가정1동,기초교육급여,5세~9세,2
서구,가정1동,기초교육급여,10세~14세,8
서구,가정1동,기초교육급여,15세~19세,14
서구,가정2동,기초생계급여,0세~4세,4
서구,가정2동,기초생계급여,5세~9세,10
서구,가정2동,기초생계급여,10세~14세,8
서구,가정2동,기초생계급여,15세~19세,6
서구,가정2동,기초생계급여,20세~24세,4
서구,가정2동,기초생계급여,25세~29세,3
서구,가정2동,기초생계급여,30세~34세,7
서구,가정2동,기초생계급여,35세~39세,7
서구,가정2동,기초생계급여,40세~44세,9
서구,가정2동,기초생계급여,45세~49세,9
서구,가정2동,기초생계급여,50세~54세,18
서구,가정2동,기초생계급여,55세~59세,19
서구,가정2동,기초생계급여,60세~64세,14
서구,가정2동,기초생계급여,65세~69세,23
서구,가정2동,기초생계급여,70세~74세,10
서구,가정2동,기초생계급여,75세~79세,16
서구,가정2동,기초생계급여,80세~84세,13
서구,가정2동,기초생계급여,85세~89세,11
서구,가정2동,기초생계급여,90세~94세,6
서구,가정2동,기초생계급여,95세~99세,1
서구,가정2동,기초의료급여,15세~19세,2
서구,가정2동,기초의료급여,20세~24세,2
서구,가정2동,기초의료급여,40세~44세,2
서구,가정2동,기초의료급여,50세~54세,3
서구,가정2동,기초의료급여,60세~64세,4
서구,가정2동,기초의료급여,65세~69세,2
서구,가정2동,기초의료급여,70세~74세,1
서구,가정2동,기초주거급여,0세~4세,1
서구,가정2동,기초주거급여,5세~9세,1
서구,가정2동,기초주거급여,10세~14세,6
서구,가정2동,기초주거급여,15세~19세,6
서구,가정2동,기초주거급여,20세~24세,6
서구,가정2동,기초주거급여,25세~29세,1
서구,가정2동,기초주거급여,30세~34세,5
서구,가정2동,기초주거급여,35세~39세,6
서구,가정2동,기초주거급여,40세~44세,2
서구,가정2동,기초주거급여,45세~49세,3
서구,가정2동,기초주거급여,50세~54세,6
서구,가정2동,기초주거급여,55세~59세,2
서구,가정2동,기초주거급여,60세~64세,10
서구,가정2동,기초주거급여,65세~69세,7
서구,가정2동,기초주거급여,70세~74세,8
서구,가정2동,기초주거급여,75세~79세,11
서구,가정2동,기초주거급여,80세~84세,6
서구,가정2동,기초주거급여,85세~89세,9
서구,가정2동,기초주거급여,90세~94세,1
서구,가정2동,기초주거급여,95세~99세,1
서구,가정2동,기초교육급여,5세~9세,1
서구,가정2동,기초교육급여,10세~14세,3
서구,가정2동,기초교육급여,15세~19세,2
서구,가정3동,기초생계급여,0세~4세,11
서구,가정3동,기초생계급여,5세~9세,21
서구,가정3동,기초생계급여,10세~14세,18
서구,가정3동,기초생계급여,15세~19세,20
서구,가정3동,기초생계급여,20세~24세,21
서구,가정3동,기초생계급여,25세~29세,10
서구,가정3동,기초생계급여,30세~34세,14
서구,가정3동,기초생계급여,35세~39세,11
서구,가정3동,기초생계급여,40세~44세,18
서구,가정3동,기초생계급여,45세~49세,27
서구,가정3동,기초생계급여,50세~54세,28
서구,가정3동,기초생계급여,55세~59세,39
서구,가정3동,기초생계급여,60세~64세,51
서구,가정3동,기초생계급여,65세~69세,53
서구,가정3동,기초생계급여,70세~74세,31
서구,가정3동,기초생계급여,75세~79세,28
서구,가정3동,기초생계급여,80세~84세,29
서구,가정3동,기초생계급여,85세~89세,18
서구,가정3동,기초생계급여,90세~94세,9
서구,가정3동,기초생계급여,95세~99세,3
서구,가정3동,기초의료급여,0세~4세,1
서구,가정3동,기초의료급여,15세~19세,1
서구,가정3동,기초의료급여,20세~24세,4
서구,가정3동,기초의료급여,25세~29세,5
서구,가정3동,기초의료급여,35세~39세,1
서구,가정3동,기초의료급여,40세~44세,1
서구,가정3동,기초의료급여,45세~49세,3
서구,가정3동,기초의료급여,50세~54세,6
서구,가정3동,기초의료급여,55세~59세,5
서구,가정3동,기초의료급여,60세~64세,3
서구,가정3동,기초의료급여,65세~69세,4
서구,가정3동,기초의료급여,70세~74세,2
서구,가정3동,기초의료급여,75세~79세,4
서구,가정3동,기초의료급여,80세~84세,2
서구,가정3동,기초의료급여,85세~89세,1
서구,가정3동,기초주거급여,0세~4세,2
서구,가정3동,기초주거급여,5세~9세,8
서구,가정3동,기초주거급여,10세~14세,17
서구,가정3동,기초주거급여,15세~19세,21
서구,가정3동,기초주거급여,20세~24세,11
서구,가정3동,기초주거급여,25세~29세,5
서구,가정3동,기초주거급여,30세~34세,9
서구,가정3동,기초주거급여,35세~39세,7
서구,가정3동,기초주거급여,40세~44세,10
서구,가정3동,기초주거급여,45세~49세,18
서구,가정3동,기초주거급여,50세~54세,13
서구,가정3동,기초주거급여,55세~59세,14
서구,가정3동,기초주거급여,60세~64세,12
서구,가정3동,기초주거급여,65세~69세,14
서구,가정3동,기초주거급여,70세~74세,8
서구,가정3동,기초주거급여,75세~79세,14
서구,가정3동,기초주거급여,80세~84세,9
서구,가정3동,기초주거급여,85세~89세,6
서구,가정3동,기초주거급여,90세~94세,5
서구,가정3동,기초교육급여,10세~14세,4
서구,가정3동,기초교육급여,15세~19세,3
서구,석남1동,기초생계급여,0세~4세,13
서구,석남1동,기초생계급여,5세~9세,26
서구,석남1동,기초생계급여,10세~14세,39
서구,석남1동,기초생계급여,15세~19세,51
서구,석남1동,기초생계급여,20세~24세,28
서구,석남1동,기초생계급여,25세~29세,19
서구,석남1동,기초생계급여,30세~34세,38
서구,석남1동,기초생계급여,35세~39세,38
서구,석남1동,기초생계급여,40세~44세,55
서구,석남1동,기초생계급여,45세~49세,59
서구,석남1동,기초생계급여,50세~54세,80
서구,석남1동,기초생계급여,55세~59세,141
서구,석남1동,기초생계급여,60세~64세,151
서구,석남1동,기초생계급여,65세~69세,159
서구,석남1동,기초생계급여,70세~74세,102
서구,석남1동,기초생계급여,75세~79세,77
서구,석남1동,기초생계급여,80세~84세,64
서구,석남1동,기초생계급여,85세~89세,45
서구,석남1동,기초생계급여,90세~94세,19
서구,석남1동,기초생계급여,95세~99세,5
서구,석남1동,기초의료급여,5세~9세,1
서구,석남1동,기초의료급여,10세~14세,4
서구,석남1동,기초의료급여,15세~19세,11
서구,석남1동,기초의료급여,20세~24세,10
서구,석남1동,기초의료급여,25세~29세,7
서구,석남1동,기초의료급여,30세~34세,4
서구,석남1동,기초의료급여,35세~39세,8
서구,석남1동,기초의료급여,40세~44세,4
서구,석남1동,기초의료급여,45세~49세,8
서구,석남1동,기초의료급여,50세~54세,13
서구,석남1동,기초의료급여,55세~59세,15
서구,석남1동,기초의료급여,60세~64세,17
서구,석남1동,기초의료급여,65세~69세,23
서구,석남1동,기초의료급여,70세~74세,7
서구,석남1동,기초의료급여,75세~79세,10
서구,석남1동,기초의료급여,80세~84세,2
서구,석남1동,기초의료급여,85세~89세,5
서구,석남1동,기초주거급여,0세~4세,11
서구,석남1동,기초주거급여,5세~9세,17
서구,석남1동,기초주거급여,10세~14세,25
서구,석남1동,기초주거급여,15세~19세,33
서구,석남1동,기초주거급여,20세~24세,23
서구,석남1동,기초주거급여,25세~29세,11
서구,석남1동,기초주거급여,30세~34세,13
서구,석남1동,기초주거급여,35세~39세,14
서구,석남1동,기초주거급여,40세~44세,30
서구,석남1동,기초주거급여,45세~49세,22
서구,석남1동,기초주거급여,50세~54세,25
서구,석남1동,기초주거급여,55세~59세,33
서구,석남1동,기초주거급여,60세~64세,32
서구,석남1동,기초주거급여,65세~69세,36
서구,석남1동,기초주거급여,70세~74세,41
서구,석남1동,기초주거급여,75세~79세,35
서구,석남1동,기초주거급여,80세~84세,19
서구,석남1동,기초주거급여,85세~89세,21
서구,석남1동,기초주거급여,90세~94세,15
서구,석남1동,기초주거급여,95세~99세,2
서구,석남1동,기초교육급여,5세~9세,6
서구,석남1동,기초교육급여,10세~14세,13
서구,석남1동,기초교육급여,15세~19세,10
서구,석남1동,기초교육급여,20세~24세,2
서구,석남2동,기초생계급여,0세~4세,12
서구,석남2동,기초생계급여,5세~9세,16
서구,석남2동,기초생계급여,10세~14세,27
서구,석남2동,기초생계급여,15세~19세,36
서구,석남2동,기초생계급여,20세~24세,25
서구,석남2동,기초생계급여,25세~29세,12
서구,석남2동,기초생계급여,30세~34세,10
서구,석남2동,기초생계급여,35세~39세,13
서구,석남2동,기초생계급여,40세~44세,26
서구,석남2동,기초생계급여,45세~49세,41
서구,석남2동,기초생계급여,50세~54세,43
서구,석남2동,기초생계급여,55세~59세,66
서구,석남2동,기초생계급여,60세~64세,88
서구,석남2동,기초생계급여,65세~69세,84
서구,석남2동,기초생계급여,70세~74세,67
서구,석남2동,기초생계급여,75세~79세,48
서구,석남2동,기초생계급여,80세~84세,35
서구,석남2동,기초생계급여,85세~89세,27
서구,석남2동,기초생계급여,90세~94세,10
서구,석남2동,기초생계급여,95세~99세,1
서구,석남2동,기초생계급여,100세이상,2
서구,석남2동,기초의료급여,10세~14세,2
서구,석남2동,기초의료급여,20세~24세,2
서구,석남2동,기초의료급여,25세~29세,2
서구,석남2동,기초의료급여,40세~44세,3
서구,석남2동,기초의료급여,45세~49세,2
서구,석남2동,기초의료급여,50세~54세,1
서구,석남2동,기초의료급여,55세~59세,3
서구,석남2동,기초의료급여,60세~64세,11
서구,석남2동,기초의료급여,65세~69세,3
서구,석남2동,기초의료급여,70세~74세,6
서구,석남2동,기초의료급여,75세~79세,4
서구,석남2동,기초의료급여,80세~84세,8
서구,석남2동,기초의료급여,90세~94세,1
서구,석남2동,기초주거급여,0세~4세,2
서구,석남2동,기초주거급여,5세~9세,11
서구,석남2동,기초주거급여,10세~14세,25
서구,석남2동,기초주거급여,15세~19세,21
서구,석남2동,기초주거급여,20세~24세,14
서구,석남2동,기초주거급여,25세~29세,7
서구,석남2동,기초주거급여,30세~34세,5
서구,석남2동,기초주거급여,35세~39세,8
서구,석남2동,기초주거급여,40세~44세,13
서구,석남2동,기초주거급여,45세~49세,16
서구,석남2동,기초주거급여,50세~54세,18
서구,석남2동,기초주거급여,55세~59세,11
서구,석남2동,기초주거급여,60세~64세,15
서구,석남2동,기초주거급여,65세~69세,23
서구,석남2동,기초주거급여,70세~74세,27
서구,석남2동,기초주거급여,75세~79세,28
서구,석남2동,기초주거급여,80세~84세,25
서구,석남2동,기초주거급여,85세~89세,14
서구,석남2동,기초주거급여,90세~94세,7
서구,석남2동,기초주거급여,95세~99세,1
서구,석남2동,기초교육급여,5세~9세,3
서구,석남2동,기초교육급여,10세~14세,11
서구,석남2동,기초교육급여,15세~19세,14
서구,석남2동,기초교육급여,70세~74세,1
서구,석남3동,기초생계급여,0세~4세,6
서구,석남3동,기초생계급여,5세~9세,19
서구,석남3동,기초생계급여,10세~14세,42
서구,석남3동,기초생계급여,15세~19세,42
서구,석남3동,기초생계급여,20세~24세,35
서구,석남3동,기초생계급여,25세~29세,23
서구,석남3동,기초생계급여,30세~34세,11
서구,석남3동,기초생계급여,35세~39세,21
서구,석남3동,기초생계급여,40세~44세,28
서구,석남3동,기초생계급여,45세~49세,41
서구,석남3동,기초생계급여,50세~54세,67
서구,석남3동,기초생계급여,55세~59세,84
서구,석남3동,기초생계급여,60세~64세,100
서구,석남3동,기초생계급여,65세~69세,92
서구,석남3동,기초생계급여,70세~74세,62
서구,석남3동,기초생계급여,75세~79세,64
서구,석남3동,기초생계급여,80세~84세,49
서구,석남3동,기초생계급여,85세~89세,45
서구,석남3동,기초생계급여,90세~94세,8
서구,석남3동,기초생계급여,95세~99세,3
서구,석남3동,기초의료급여,5세~9세,1
서구,석남3동,기초의료급여,10세~14세,1
서구,석남3동,기초의료급여,15세~19세,4
서구,석남3동,기초의료급여,20세~24세,7
서구,석남3동,기초의료급여,25세~29세,12
서구,석남3동,기초의료급여,30세~34세,1
서구,석남3동,기초의료급여,35세~39세,1
서구,석남3동,기초의료급여,40세~44세,2
서구,석남3동,기초의료급여,45세~49세,5
서구,석남3동,기초의료급여,50세~54세,4
서구,석남3동,기초의료급여,55세~59세,5
서구,석남3동,기초의료급여,60세~64세,9
서구,석남3동,기초의료급여,65세~69세,9
서구,석남3동,기초의료급여,70세~74세,4
서구,석남3동,기초의료급여,75세~79세,8
서구,석남3동,기초의료급여,85세~89세,2
서구,석남3동,기초주거급여,0세~4세,5
서구,석남3동,기초주거급여,5세~9세,24
서구,석남3동,기초주거급여,10세~14세,39
서구,석남3동,기초주거급여,15세~19세,47
서구,석남3동,기초주거급여,20세~24세,18
서구,석남3동,기초주거급여,25세~29세,12
서구,석남3동,기초주거급여,30세~34세,12
서구,석남3동,기초주거급여,35세~39세,13
서구,석남3동,기초주거급여,40세~44세,41
서구,석남3동,기초주거급여,45세~49세,26
서구,석남3동,기초주거급여,50세~54세,28
서구,석남3동,기초주거급여,55세~59세,26
서구,석남3동,기초주거급여,60세~64세,23
서구,석남3동,기초주거급여,65세~69세,33
서구,석남3동,기초주거급여,70세~74세,21
서구,석남3동,기초주거급여,75세~79세,25
서구,석남3동,기초주거급여,80세~84세,31
서구,석남3동,기초주거급여,85세~89세,26
서구,석남3동,기초주거급여,90세~94세,6
서구,석남3동,기초주거급여,95세~99세,1
서구,석남3동,기초교육급여,5세~9세,2
서구,석남3동,기초교육급여,10세~14세,11
서구,석남3동,기초교육급여,15세~19세,11
서구,신현원창동,기초생계급여,0세~4세,11
서구,신현원창동,기초생계급여,5세~9세,47
서구,신현원창동,기초생계급여,10세~14세,70
서구,신현원창동,기초생계급여,15세~19세,70
서구,신현원창동,기초생계급여,20세~24세,32
서구,신현원창동,기초생계급여,25세~29세,15
서구,신현원창동,기초생계급여,30세~34세,15
서구,신현원창동,기초생계급여,35세~39세,28
서구,신현원창동,기초생계급여,40세~44세,60
서구,신현원창동,기초생계급여,45세~49세,64
서구,신현원창동,기초생계급여,50세~54세,69
서구,신현원창동,기초생계급여,55세~59세,87
서구,신현원창동,기초생계급여,60세~64세,111
서구,신현원창동,기초생계급여,65세~69세,108
서구,신현원창동,기초생계급여,70세~74세,60
서구,신현원창동,기초생계급여,75세~79세,57
서구,신현원창동,기초생계급여,80세~84세,42
서구,신현원창동,기초생계급여,85세~89세,34
서구,신현원창동,기초생계급여,90세~94세,19
서구,신현원창동,기초생계급여,95세~99세,7
서구,신현원창동,기초의료급여,5세~9세,1
서구,신현원창동,기초의료급여,10세~14세,7
서구,신현원창동,기초의료급여,15세~19세,10
서구,신현원창동,기초의료급여,20세~24세,16
서구,신현원창동,기초의료급여,25세~29세,5
서구,신현원창동,기초의료급여,30세~34세,1
서구,신현원창동,기초의료급여,40세~44세,6
서구,신현원창동,기초의료급여,45세~49세,8
서구,신현원창동,기초의료급여,50세~54세,13
서구,신현원창동,기초의료급여,55세~59세,15
서구,신현원창동,기초의료급여,60세~64세,15
서구,신현원창동,기초의료급여,65세~69세,11
서구,신현원창동,기초의료급여,70세~74세,8
서구,신현원창동,기초의료급여,75세~79세,5
서구,신현원창동,기초의료급여,80세~84세,1
서구,신현원창동,기초의료급여,85세~89세,2
서구,신현원창동,기초주거급여,0세~4세,10
서구,신현원창동,기초주거급여,5세~9세,28
서구,신현원창동,기초주거급여,10세~14세,61
서구,신현원창동,기초주거급여,15세~19세,48
서구,신현원창동,기초주거급여,20세~24세,27
서구,신현원창동,기초주거급여,25세~29세,13
서구,신현원창동,기초주거급여,30세~34세,26
서구,신현원창동,기초주거급여,35세~39세,22
서구,신현원창동,기초주거급여,40세~44세,40
서구,신현원창동,기초주거급여,45세~49세,30
서구,신현원창동,기초주거급여,50세~54세,40
서구,신현원창동,기초주거급여,55세~59세,28
서구,신현원창동,기초주거급여,60세~64세,26
서구,신현원창동,기초주거급여,65세~69세,30
서구,신현원창동,기초주거급여,70세~74세,16
서구,신현원창동,기초주거급여,75세~79세,26
서구,신현원창동,기초주거급여,80세~84세,21
서구,신현원창동,기초주거급여,85세~89세,21
서구,신현원창동,기초주거급여,90세~94세,14
서구,신현원창동,기초주거급여,95세~99세,2
서구,신현원창동,기초주거급여,100세이상,1
서구,신현원창동,기초교육급여,5세~9세,6
서구,신현원창동,기초교육급여,10세~14세,15
서구,신현원창동,기초교육급여,15세~19세,15
서구,가좌1동,기초생계급여,0세~4세,18
서구,가좌1동,기초생계급여,5세~9세,40
서구,가좌1동,기초생계급여,10세~14세,39
서구,가좌1동,기초생계급여,15세~19세,57
서구,가좌1동,기초생계급여,20세~24세,25
서구,가좌1동,기초생계급여,25세~29세,21
서구,가좌1동,기초생계급여,30세~34세,34
서구,가좌1동,기초생계급여,35세~39세,24
서구,가좌1동,기초생계급여,40세~44세,49
서구,가좌1동,기초생계급여,45세~49세,50
서구,가좌1동,기초생계급여,50세~54세,61
서구,가좌1동,기초생계급여,55세~59세,82
서구,가좌1동,기초생계급여,60세~64세,106
서구,가좌1동,기초생계급여,65세~69세,102
서구,가좌1동,기초생계급여,70세~74세,85
서구,가좌1동,기초생계급여,75세~79세,64
서구,가좌1동,기초생계급여,80세~84세,66
서구,가좌1동,기초생계급여,85세~89세,42
서구,가좌1동,기초생계급여,90세~94세,12
서구,가좌1동,기초생계급여,95세~99세,4
서구,가좌1동,기초의료급여,0세~4세,1
