reference_year,reference_period,source_admin_code,source_admin_name,source_sido_name,source_sigungu_name,source_eupmyeondong_name,harmonization_status,households_total,one_person_households,two_person_households,three_person_households,four_person_households,five_person_households,six_person_households,seven_person_households,eight_person_households,nine_person_households,ten_plus_person_households,one_person_household_share_pct,source_file
2021,2021-12,2826055000,인천광역시 서구 석남1동,인천광역시,서구,석남1동,requires_2026_07_01_reform_crosswalk,10922,4825,2763,1797,1175,306,44,11,0,1,0,44.1769,jumin_households_size_202112.csv
2021,2021-12,2826056000,인천광역시 서구 석남2동,인천광역시,서구,석남2동,requires_2026_07_01_reform_crosswalk,6239,2562,1694,1082,708,151,34,7,1,0,0,41.0643,jumin_households_size_202112.csv
2021,2021-12,2826056100,인천광역시 서구 석남3동,인천광역시,서구,석남3동,requires_2026_07_01_reform_crosswalk,6608,2767,1736,1133,765,167,29,5,4,0,2,41.8735,jumin_households_size_202112.csv
2021,2021-12,2826057500,인천광역시 서구 신현원창동,인천광역시,서구,신현원창동,requires_2026_07_01_reform_crosswalk,13008,4011,3235,2730,2352,560,86,27,5,1,1,30.8349,jumin_households_size_202112.csv
2021,2021-12,2826058000,인천광역시 서구 가좌1동,인천광역시,서구,가좌1동,requires_2026_07_01_reform_crosswalk,6190,2763,1628,1012,592,166,22,4,1,1,1,44.6365,jumin_households_size_202112.csv
2021,2021-12,2826059000,인천광역시 서구 가좌2동,인천광역시,서구,가좌2동,requires_2026_07_01_reform_crosswalk,7765,1915,2040,1800,1550,377,70,12,0,0,1,24.6619,jumin_households_size_202112.csv
2021,2021-12,2826060000,인천광역시 서구 가좌3동,인천광역시,서구,가좌3동,requires_2026_07_01_reform_crosswalk,8046,3363,2193,1375,899,171,39,4,1,1,0,41.7972,jumin_households_size_202112.csv
2021,2021-12,2826061000,인천광역시 서구 가좌4동,인천광역시,서구,가좌4동,requires_2026_07_01_reform_crosswalk,4940,2047,1186,939,613,126,20,8,1,0,0,41.4372,jumin_households_size_202112.csv
2021,2021-12,2826068000,인천광역시 서구 검단동,인천광역시,서구,검단동,requires_2026_07_01_reform_crosswalk,14702,5891,3281,2559,2284,558,108,19,2,0,0,40.0694,jumin_households_size_202112.csv
2021,2021-12,2826069000,인천광역시 서구 불로대곡동,인천광역시,서구,불로대곡동,requires_2026_07_01_reform_crosswalk,9193,2904,2159,1791,1818,427,77,9,5,2,1,31.5893,jumin_households_size_202112.csv
2021,2021-12,2826070000,인천광역시 서구 원당동,인천광역시,서구,원당동,requires_2026_07_01_reform_crosswalk,9668,3267,1854,1909,2044,488,86,14,3,1,2,33.7919,jumin_households_size_202112.csv
2021,2021-12,2826071000,인천광역시 서구 당하동,인천광역시,서구,당하동,requires_2026_07_01_reform_crosswalk,10859,3088,2324,2469,2378,491,83,19,6,0,1,28.4372,jumin_households_size_202112.csv
2021,2021-12,2826072000,인천광역시 서구 오류왕길동,인천광역시,서구,오류왕길동,requires_2026_07_01_reform_crosswalk,10316,3211,2383,2095,2021,472,108,18,3,3,2,31.1264,jumin_households_size_202112.csv
2021,2021-12,2826073000,인천광역시 서구 마전동,인천광역시,서구,마전동,requires_2026_07_01_reform_crosswalk,8301,1979,1746,1891,1961,575,114,28,5,2,0,23.8405,jumin_households_size_202112.csv
2021,2021-12,2826074000,인천광역시 서구 아라동,인천광역시,서구,아라동,requires_2026_07_01_reform_crosswalk,6597,1729,1420,1615,1529,265,38,0,1,0,0,26.2089,jumin_households_size_202112.csv
2021,2021-12,2871025000,인천광역시 강화군 강화읍,인천광역시,강화군,강화읍,pre_reform_code_preserved_district_not_reorganized,10638,4357,2931,1627,1163,414,99,29,9,5,4,40.9569,jumin_households_size_202112.csv
2021,2021-12,2871031000,인천광역시 강화군 선원면,인천광역시,강화군,선원면,pre_reform_code_preserved_district_not_reorganized,3615,1382,1064,509,450,152,48,6,4,0,0,38.2296,jumin_households_size_202112.csv
2021,2021-12,2871032000,인천광역시 강화군 불은면,인천광역시,강화군,불은면,pre_reform_code_preserved_district_not_reorganized,2621,1206,895,284,144,61,25,3,2,0,1,46.0130,jumin_households_size_202112.csv
2021,2021-12,2871033000,인천광역시 강화군 길상면,인천광역시,강화군,길상면,pre_reform_code_preserved_district_not_reorganized,3608,1615,1112,468,247,108,39,11,4,1,3,44.7616,jumin_households_size_202112.csv
2021,2021-12,2871034000,인천광역시 강화군 화도면,인천광역시,강화군,화도면,pre_reform_code_preserved_district_not_reorganized,2443,1196,754,263,135,62,25,4,3,0,1,48.9562,jumin_households_size_202112.csv
2021,2021-12,2871035000,인천광역시 강화군 양도면,인천광역시,강화군,양도면,pre_reform_code_preserved_district_not_reorganized,2188,956,748,279,117,63,16,5,1,0,3,43.6929,jumin_households_size_202112.csv
2021,2021-12,2871036000,인천광역시 강화군 내가면,인천광역시,강화군,내가면,pre_reform_code_preserved_district_not_reorganized,1654,760,587,175,87,24,16,4,0,1,0,45.9492,jumin_households_size_202112.csv
2021,2021-12,2871037000,인천광역시 강화군 하점면,인천광역시,강화군,하점면,pre_reform_code_preserved_district_not_reorganized,2077,923,727,243,106,40,19,13,3,0,3,44.4391,jumin_households_size_202112.csv
2021,2021-12,2871038000,인천광역시 강화군 양사면,인천광역시,강화군,양사면,pre_reform_code_preserved_district_not_reorganized,1001,470,339,103,51,21,11,5,0,0,1,46.9530,jumin_households_size_202112.csv
2021,2021-12,2871039000,인천광역시 강화군 송해면,인천광역시,강화군,송해면,pre_reform_code_preserved_district_not_reorganized,1664,689,600,208,101,36,23,4,1,2,0,41.4062,jumin_households_size_202112.csv
2021,2021-12,2871040000,인천광역시 강화군 교동면,인천광역시,강화군,교동면,pre_reform_code_preserved_district_not_reorganized,1559,721,555,173,66,31,9,2,2,0,0,46.2476,jumin_households_size_202112.csv
2021,2021-12,2871041000,인천광역시 강화군 삼산면,인천광역시,강화군,삼산면,pre_reform_code_preserved_district_not_reorganized,1208,590,389,135,62,26,4,1,0,0,1,48.8411,jumin_households_size_202112.csv
2021,2021-12,2871042000,인천광역시 강화군 서도면,인천광역시,강화군,서도면,pre_reform_code_preserved_district_not_reorganized,220,114,75,14,8,7,1,0,1,0,0,51.8182,jumin_households_size_202112.csv
2021,2021-12,2871042500,인천광역시 강화군 서도면볼음출장소,인천광역시,강화군,서도면볼음출장소,pre_reform_code_preserved_district_not_reorganized,171,102,54,7,7,1,0,0,0,0,0,59.6491,jumin_households_size_202112.csv
2021,2021-12,2872031000,인천광역시 옹진군 북도면,인천광역시,옹진군,북도면,pre_reform_code_preserved_district_not_reorganized,664,362,194,55,28,15,7,2,1,0,0,54.5181,jumin_households_size_202112.csv
2021,2021-12,2872031500,인천광역시 옹진군 북도면장봉출장소,인천광역시,옹진군,북도면장봉출장소,pre_reform_code_preserved_district_not_reorganized,528,276,160,62,22,3,2,0,1,0,2,52.2727,jumin_households_size_202112.csv
2021,2021-12,2872033000,인천광역시 옹진군 백령면,인천광역시,옹진군,백령면,pre_reform_code_preserved_district_not_reorganized,2926,1831,560,240,209,65,14,5,1,0,1,62.5769,jumin_households_size_202112.csv
2021,2021-12,2872034000,인천광역시 옹진군 대청면,인천광역시,옹진군,대청면,pre_reform_code_preserved_district_not_reorganized,721,442,172,59,32,11,3,1,1,0,0,61.3037,jumin_households_size_202112.csv
2021,2021-12,2872034500,인천광역시 옹진군 대청면소청출장소,인천광역시,옹진군,대청면소청출장소,pre_reform_code_preserved_district_not_reorganized,171,130,35,5,0,1,0,0,0,0,0,76.0234,jumin_households_size_202112.csv
2021,2021-12,2872035000,인천광역시 옹진군 덕적면,인천광역시,옹진군,덕적면,pre_reform_code_preserved_district_not_reorganized,1159,678,330,85,42,15,5,4,0,0,0,58.4987,jumin_households_size_202112.csv
2021,2021-12,2872036000,인천광역시 옹진군 영흥면,인천광역시,옹진군,영흥면,pre_reform_code_preserved_district_not_reorganized,3673,2033,886,415,234,74,17,10,3,1,0,55.3499,jumin_households_size_202112.csv
2021,2021-12,2872037000,인천광역시 옹진군 자월면,인천광역시,옹진군,자월면,pre_reform_code_preserved_district_not_reorganized,563,322,158,47,25,5,4,1,0,0,1,57.1936,jumin_households_size_202112.csv
2021,2021-12,2872037500,인천광역시 옹진군 자월면이작출장소,인천광역시,옹진군,자월면이작출장소,pre_reform_code_preserved_district_not_reorganized,228,137,57,20,10,2,2,0,0,0,0,60.0877,jumin_households_size_202112.csv
2021,2021-12,2872038000,인천광역시 옹진군 연평면,인천광역시,옹진군,연평면,pre_reform_code_preserved_district_not_reorganized,1428,1066,202,89,49,18,3,1,0,0,0,74.6499,jumin_households_size_202112.csv
2022,2022-12,2811052000,인천광역시 중구 연안동,인천광역시,중구,연안동,requires_2026_07_01_reform_crosswalk,3220,1776,750,387,220,71,10,5,1,0,0,55.1553,jumin_households_size_202212.csv
2022,2022-12,2811053000,인천광역시 중구 신포동,인천광역시,중구,신포동,requires_2026_07_01_reform_crosswalk,2560,1391,541,329,210,68,13,6,0,1,1,54.3359,jumin_households_size_202212.csv
2022,2022-12,2811054000,인천광역시 중구 신흥동,인천광역시,중구,신흥동,requires_2026_07_01_reform_crosswalk,6392,2733,1615,1045,732,213,45,5,2,2,0,42.7566,jumin_households_size_202212.csv
2022,2022-12,2811056000,인천광역시 중구 도원동,인천광역시,중구,도원동,requires_2026_07_01_reform_crosswalk,2174,1126,582,267,147,35,14,3,0,0,0,51.7939,jumin_households_size_202212.csv
2022,2022-12,2811057000,인천광역시 중구 율목동,인천광역시,중구,율목동,requires_2026_07_01_reform_crosswalk,1805,1042,425,207,94,30,6,1,0,0,0,57.7285,jumin_households_size_202212.csv
2022,2022-12,2811058500,인천광역시 중구 동인천동,인천광역시,중구,동인천동,requires_2026_07_01_reform_crosswalk,3337,2019,711,351,181,55,11,7,0,2,0,60.5034,jumin_households_size_202212.csv
2022,2022-12,2811061500,인천광역시 중구 개항동,인천광역시,중구,개항동,requires_2026_07_01_reform_crosswalk,3906,2039,968,527,271,79,20,1,0,0,1,52.2017,jumin_households_size_202212.csv
2022,2022-12,2811062000,인천광역시 중구 영종동,인천광역시,중구,영종동,requires_2026_07_01_reform_crosswalk,11554,5865,2619,1553,1124,313,58,15,4,1,2,50.7616,jumin_households_size_202212.csv
2022,2022-12,2811062200,인천광역시 중구 영종1동,인천광역시,중구,영종1동,requires_2026_07_01_reform_crosswalk,18148,4918,4095,4148,3877,900,160,36,9,2,3,27.0994,jumin_households_size_202212.csv
2022,2022-12,2811062800,인천광역시 중구 운서동,인천광역시,중구,운서동,requires_2026_07_01_reform_crosswalk,20401,12655,3129,2110,1889,472,102,30,10,3,1,62.0313,jumin_households_size_202212.csv
2022,2022-12,2811063000,인천광역시 중구 용유동,인천광역시,중구,용유동,requires_2026_07_01_reform_crosswalk,2463,1586,613,160,80,20,1,3,0,0,0,64.3930,jumin_households_size_202212.csv
2022,2022-12,2814051000,인천광역시 동구 만석동,인천광역시,동구,만석동,requires_2026_07_01_reform_crosswalk,3175,1334,833,485,410,81,24,7,1,0,0,42.0157,jumin_households_size_202212.csv
2022,2022-12,2814052500,인천광역시 동구 화수1.화평동,인천광역시,동구,화수1.화평동,requires_2026_07_01_reform_crosswalk,2817,1226,763,418,313,83,10,3,0,0,1,43.5215,jumin_households_size_202212.csv
2022,2022-12,2814053000,인천광역시 동구 화수2동,인천광역시,동구,화수2동,requires_2026_07_01_reform_crosswalk,3729,1671,1014,590,342,90,20,2,0,0,0,44.8109,jumin_households_size_202212.csv
2022,2022-12,2814055500,인천광역시 동구 송현1.2동,인천광역시,동구,송현1.2동,requires_2026_07_01_reform_crosswalk,4393,1460,1219,877,664,135,32,4,2,0,0,33.2347,jumin_households_size_202212.csv
2022,2022-12,2814057000,인천광역시 동구 송현3동,인천광역시,동구,송현3동,requires_2026_07_01_reform_crosswalk,1808,926,482,246,117,32,4,1,0,0,0,51.2168,jumin_households_size_202212.csv
2022,2022-12,2814058000,인천광역시 동구 송림1동,인천광역시,동구,송림1동,requires_2026_07_01_reform_crosswalk,1485,504,435,294,184,55,9,3,1,0,0,33.9394,jumin_households_size_202212.csv
2022,2022-12,2814059000,인천광역시 동구 송림2동,인천광역시,동구,송림2동,requires_2026_07_01_reform_crosswalk,1307,779,302,135,72,16,2,1,0,0,0,59.6021,jumin_households_size_202212.csv
2022,2022-12,2814060500,인천광역시 동구 송림3.5동,인천광역시,동구,송림3.5동,requires_2026_07_01_reform_crosswalk,2573,958,635,493,370,93,19,5,0,0,0,37.2328,jumin_households_size_202212.csv
2022,2022-12,2814061000,인천광역시 동구 송림4동,인천광역시,동구,송림4동,requires_2026_07_01_reform_crosswalk,2537,714,733,569,416,91,13,1,0,0,0,28.1435,jumin_households_size_202212.csv
2022,2022-12,2814063000,인천광역시 동구 송림6동,인천광역시,동구,송림6동,requires_2026_07_01_reform_crosswalk,2497,818,663,489,390,101,30,3,2,1,0,32.7593,jumin_households_size_202212.csv
2022,2022-12,2814064000,인천광역시 동구 금창동,인천광역시,동구,금창동,requires_2026_07_01_reform_crosswalk,1297,672,341,157,92,24,10,0,1,0,0,51.8119,jumin_households_size_202212.csv
2022,2022-12,2817751000,인천광역시 미추홀구 숭의2동,인천광역시,미추홀구,숭의2동,pre_reform_code_preserved_district_not_reorganized,6951,2922,1815,1222,731,192,56,10,2,1,0,42.0371,jumin_households_size_202212.csv
2022,2022-12,2817752000,인천광역시 미추홀구 숭의1.3동,인천광역시,미추홀구,숭의1.3동,pre_reform_code_preserved_district_not_reorganized,7574,3046,2051,1367,884,187,34,5,0,0,0,40.2165,jumin_households_size_202212.csv
2022,2022-12,2817753000,인천광역시 미추홀구 숭의4동,인천광역시,미추홀구,숭의4동,pre_reform_code_preserved_district_not_reorganized,7598,3261,1987,1287,805,214,38,6,0,0,0,42.9192,jumin_households_size_202212.csv
2022,2022-12,2817754000,인천광역시 미추홀구 용현1.4동,인천광역시,미추홀구,용현1.4동,pre_reform_code_preserved_district_not_reorganized,10889,7004,2112,1036,545,140,40,10,1,0,1,64.3218,jumin_households_size_202212.csv
2022,2022-12,2817755000,인천광역시 미추홀구 용현2동,인천광역시,미추홀구,용현2동,pre_reform_code_preserved_district_not_reorganized,8359,3612,2025,1407,1001,254,51,8,0,1,0,43.2109,jumin_households_size_202212.csv
2022,2022-12,2817756000,인천광역시 미추홀구 용현3동,인천광역시,미추홀구,용현3동,pre_reform_code_preserved_district_not_reorganized,4402,2559,1060,464,241,56,17,3,1,0,1,58.1327,jumin_households_size_202212.csv
2022,2022-12,2817757000,인천광역시 미추홀구 용현5동,인천광역시,미추홀구,용현5동,pre_reform_code_preserved_district_not_reorganized,20014,7225,4564,3841,3325,844,173,30,7,4,1,36.0997,jumin_households_size_202212.csv
2022,2022-12,2817758000,인천광역시 미추홀구 학익1동,인천광역시,미추홀구,학익1동,pre_reform_code_preserved_district_not_reorganized,12200,3641,2972,2527,2362,524,129,32,7,5,1,29.8443,jumin_households_size_202212.csv
2022,2022-12,2817759000,인천광역시 미추홀구 학익2동,인천광역시,미추홀구,학익2동,pre_reform_code_preserved_district_not_reorganized,8300,3028,2279,1528,1121,273,56,13,0,2,0,36.4819,jumin_households_size_202212.csv
2022,2022-12,2817760000,인천광역시 미추홀구 도화1동,인천광역시,미추홀구,도화1동,pre_reform_code_preserved_district_not_reorganized,10765,4587,2871,1804,1134,293,57,15,4,0,0,42.6103,jumin_households_size_202212.csv
2022,2022-12,2817761000,인천광역시 미추홀구 도화2.3동,인천광역시,미추홀구,도화2.3동,pre_reform_code_preserved_district_not_reorganized,14355,5301,3540,2772,2168,477,79,10,3,0,5,36.9279,jumin_households_size_202212.csv
2022,2022-12,2817762000,인천광역시 미추홀구 주안1동,인천광역시,미추홀구,주안1동,pre_reform_code_preserved_district_not_reorganized,12337,7464,2557,1344,745,176,38,8,3,1,1,60.5009,jumin_households_size_202212.csv
2022,2022-12,2817763000,인천광역시 미추홀구 주안2동,인천광역시,미추홀구,주안2동,pre_reform_code_preserved_district_not_reorganized,8438,3885,2337,1274,709,182,39,9,1,1,1,46.0417,jumin_households_size_202212.csv
2022,2022-12,2817764000,인천광역시 미추홀구 주안3동,인천광역시,미추홀구,주안3동,pre_reform_code_preserved_district_not_reorganized,4462,2207,1106,622,389,110,23,1,3,1,0,49.4621,jumin_households_size_202212.csv
2022,2022-12,2817765000,인천광역시 미추홀구 주안4동,인천광역시,미추홀구,주안4동,pre_reform_code_preserved_district_not_reorganized,8532,3770,2208,1416,922,173,36,5,2,0,0,44.1866,jumin_households_size_202212.csv
2022,2022-12,2817766000,인천광역시 미추홀구 주안5동,인천광역시,미추홀구,주안5동,pre_reform_code_preserved_district_not_reorganized,10208,4607,2617,1640,1062,241,29,6,4,0,2,45.1313,jumin_households_size_202212.csv
2022,2022-12,2817767000,인천광역시 미추홀구 주안6동,인천광역시,미추홀구,주안6동,pre_reform_code_preserved_district_not_reorganized,10152,4290,2397,1760,1326,294,66,12,4,2,1,42.2577,jumin_households_size_202212.csv
